1,Men's Metro 1 East - 2024,13/04/2024,Dandenong Hockey Centre,DAN,12:30,Greater Dandenong Warriors Hockey Club,Frankston Hockey Club
1,Women's Pennant A - 2024,13/04/2024,Doncaster Hockey Centre,DON,12:30,Doncaster Hockey Club,Southern United Hockey Club
1,Men's Pennant A - 2024,13/04/2024,Doncaster Hockey Centre,DON,14:00,Doncaster Hockey Club,Camberwell Hockey Club
1,Men's Pennant B - 2024,13/04/2024,Doncaster Hockey Centre,DON,15:30,Doncaster Hockey Club,Camberwell Hockey Club
1,Men's Pennant E South East - 2024,13/04/2024,Doncaster Hockey Centre,DON,17:00,Doncaster Hockey Club,MCC Hockey Section
1,Men's Metro 1 East - 2024,13/04/2024,Doncaster Hockey Centre,DON,18:30,Doncaster Hockey Club,Monash University Hockey Club
1,Women's Pennant C - 2024,13/04/2024,Elgar Park,ELG,12:30,KBH Brumbies Hockey Club,Brunswick Hockey Club
1,Women's Pennant A - 2024,13/04/2024,Elgar Park,ELG,14:00,KBH Brumbies Hockey Club,Melbourne University Hockey Club
1,Men's Pennant D South East - 2024,13/04/2024,Elgar Park,ELG,15:30,KBH Brumbies Hockey Club,Greater Dandenong Warriors Hockey Club
1,Men's Pennant E South East - 2024,13/04/2024,Elgar Park,ELG,17:00,KBH Brumbies Hockey Club,Camberwell Hockey Club
1,Men's Metro 1 East - 2024,13/04/2024,Elgar Park,ELG,18:30,KBH Brumbies Hockey Club,St. Bede's Hockey Club
1,Women's Metro 1 East - 2024,13/04/2024,Elwood,ELW,12:30,Glen Eira Hockey Club,Collegians-X Hockey Club
1,Women's Premier League Reserves - 2024,13/04/2024,Footscray Hockey Club,ASF,12:30,Footscray Hockey Club,Altona Hockey Club
1,Women's Premier League - 2024,13/04/2024,Footscray Hockey Club,ASF,14:00,Footscray Hockey Club,Altona Hockey Club
1,Men's Premier League - 2024,13/04/2024,Footscray Hockey Club,ASF,15:30,Footscray Hockey Club,Altona Hockey Club
1,Men's Premier League Reserves - 2024,13/04/2024,Footscray Hockey Club,ASF,17:00,Footscray Hockey Club,Altona Hockey Club
1,Men's Pennant B - 2024,13/04/2024,Footscray Hockey Club,BSF,14:00,Footscray Hockey Club,Mentone Hockey Club
1,Women's Pennant C - 2024,13/04/2024,Footscray Hockey Club,BSF,15:30,Footscray Hockey Club,North West Lightning
1,Women's Pennant C - 2024,13/04/2024,Greensborough Hockey Centre,GRN1,12:30,Greensborough Hockey Club,Essendon Hockey
1,Men's Pennant A - 2024,13/04/2024,Greensborough Hockey Centre,GRN1,14:00,Greensborough Hockey Club,KBH Brumbies Hockey Club
1,Men's Pennant C - 2024,13/04/2024,Greensborough Hockey Centre,GRN1,15:30,Greensborough Hockey Club,Brunswick Hockey Club
1,Men's Metro 2 East - 2024,13/04/2024,Greensborough Hockey Centre,GRN2,12:30,Greensborough Hockey Club,Camberwell Hockey Club
1,Men's Pennant E North West - 2024,13/04/2024,Greensborough Hockey Centre,GRN2,14:00,Greensborough Hockey Club,Yarra Hockey Club
1,Women's Pennant E North West - 2024,13/04/2024,Greensborough Hockey Centre,GRN2,15:30,Greensborough Hockey Club,Melbourne University Hockey Club
1,Women's Premier League Reserves - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-1,12:15,Hawthorn Hockey Club,Greensborough Hockey Club
1,Women's Premier League - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-1,13:45,Hawthorn Hockey Club,Greensborough Hockey Club
1,Men's Premier League - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-1,15:45,Hawthorn Hockey Club,Greensborough Hockey Club
1,Men's Premier League Reserves - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-1,17:15,Hawthorn Hockey Club,Greensborough Hockey Club
1,Women's Pennant B - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-2,12:15,Hawthorn Hockey Club,Footscray Hockey Club
1,Women's Pennant A - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-2,13:45,Hawthorn Hockey Club,Footscray Hockey Club
1,Men's Pennant A - 2024,13/04/2024,Hawthorn Malvern Hockey Centre,H-2,15:45,Hawthorn Hockey Club,Footscray Hockey Club
1,Men's Metro 1 East - 2024,13/04/2024,Hedley Hull Field,HHF,12:30,Waverley Hockey Club,Melbourne High School Old Boys Hockey Club
1,Men's Pennant E South East - 2024,13/04/2024,Hedley Hull Field,HHF,14:00,Waverley Hockey Club,Hawthorn Hockey Club
1,Men's Pennant B - 2024,13/04/2024,Hedley Hull Field,HHF,15:30,Waverley Hockey Club,KBH Brumbies Hockey Club
1,Women's Metro 1 East - 2024,13/04/2024,Hedley Hull Field,HHF,17:00,Waverley Hockey Club,Melbourne Razorbacks Hockey Club
1,Men's Metro 1 North West - 2024,13/04/2024,Hume Hockey Centre,HUM,12:30,Hume Hockey Club,Footscray Hockey Club
1,Women's Pennant E North West - 2024,13/04/2024,Hume Hockey Centre,HUM,14:00,Hume Hockey Club,Footscray Hockey Club
1,Men's Vic League 2 Reserves - 2024,13/04/2024,Koonung Secondary College,KNG,12:30,Eastern Christian Hockey Organisation (ECHO),Melbourne High School Old Boys Hockey Club
1,Men's Vic League 2 - 2024,13/04/2024,Koonung Secondary College,KNG,14:00,Eastern Christian Hockey Organisation (ECHO),Melbourne High School Old Boys Hockey Club
1,Women's Vic League 3 - 2024,13/04/2024,Koonung Secondary College,KNG,15:30,Eastern Christian Hockey Organisation (ECHO),Melbourne High School Old Boys Hockey Club
1,Men's Metro 2 East - 2024,13/04/2024,Koonung Secondary College,KNG,18:30,Eastern Christian Hockey Organisation (ECHO),Old Melburnians Hockey Club
1,Men's Metro 1 East - 2024,13/04/2024,La Trobe Hockey Centre,LAT,14:00,La Trobe University Hockey Club,MCC Hockey Section
1,Women's Pennant E South East - 2024,13/04/2024,Melbourne High School,MHS,12:30,MCC Hockey Section,Hawthorn Hockey Club
1,Women's Pennant D South East - 2024,13/04/2024,Melbourne High School,MHS,14:00,MCC Hockey Section,Camberwell Hockey Club
1,Women's Pennant B - 2024,13/04/2024,Melbourne High School,MHS,15:30,MCC Hockey Section,Melbourne University Hockey Club
1,Men's Vic League 1 Reserves - 2024,13/04/2024,Melbourne Sports Centres Parkville,P-1,12:30,Melbourne Sikhs United Hockey Club,Monash University Hockey Club
1,Men's Vic League 1 - 2024,13/04/2024,Melbourne Sports Centres Parkville,P-1,14:00,Melbourne Sikhs United Hockey Club,Monash University Hockey Club
1,Men's Vic League 3 North West - 2024,13/04/2024,Melbourne Sports Centres Parkville,P-1,15:30,Aussie Punjabi Sports Club INC,Melbourne Razorbacks Hockey Club
1,Women's Metro 1 North West - 2024,13/04/2024,Melton Hockey Ground,MEL,12:30,Melton Hockey Club,Altona Hockey Club
1,Women's Vic League 2 - 2024,13/04/2024,Melton Hockey Ground,MEL,14:00,Melton Hockey Club,Craigieburn Falcons Hockey Club
1,Men's Pennant E North West - 2024,13/04/2024,Melton Hockey Ground,MEL,15:30,Melton Hockey Club,Werribee Hockey Club
1,Men's Metro 1 North West - 2024,13/04/2024,Melton Hockey Ground,MEL,17:00,Melton Hockey Club,Caroline Springs Hockey Club
1,Men's Metro 2 North West - 2024,13/04/2024,Melton Hockey Ground,MEL,18:30,Melton Hockey Club,Essendon Hockey
1,Women's Pennant D South East - 2024,13/04/2024,Mentone Grammar Playing Fields,MNT,12:30,Mentone Hockey Club,Hawthorn Hockey Club
1,Men's Pennant E South East - 2024,13/04/2024,Mentone Grammar Playing Fields,MNT,14:00,Mentone Hockey Club,Powerhouse & St Kilda Hockey Club
1,Men's Metro 2 South - 2024,13/04/2024,Monash University,MON,12:30,Monash University Hockey Club,Collegians-X Hockey Club
1,Men's Pennant D South East - 2024,13/04/2024,Monash University,MON,14:00,Monash University Hockey Club,Southern United Hockey Club
1,Women's Pennant D South East - 2024,13/04/2024,Monash University,MON,15:30,Monash University Hockey Club,Toorak East Malvern Hockey Club
1,Men's Vic League 1 Reserves - 2024,13/04/2024,PEGS Sporting Fields,PSF1,12:30,PEGS Hockey Club,Hockey Geelong Sharks
1,Men's Vic League 1 - 2024,13/04/2024,PEGS Sporting Fields,PSF1,14:00,PEGS Hockey Club,Hockey Geelong Sharks
1,Men's Pennant C - 2024,13/04/2024,PEGS Sporting Fields,PSF1,15:30,PEGS Hockey Club,Waverley Hockey Club
1,Men's Pennant D North West - 2024,13/04/2024,PEGS Sporting Fields,PSF1,17:00,PEGS Hockey Club,Essendon Hockey
1,Men's Vic League 2 Reserves - 2024,13/04/2024,Peninsula Hockey Centre,PHC,12:30,Frankston Hockey Club,Yarra Hockey Club
1,Men's Vic League 2 - 2024,13/04/2024,Peninsula Hockey Centre,PHC,14:00,Frankston Hockey Club,Yarra Hockey Club
1,Women's Metro 1 South - 2024,13/04/2024,Peninsula Hockey Centre,PHC,18:30,Mornington Peninsula Hockey Club,Croydon Ranges Hockey Club
1,Women's Pennant E North West - 2024,13/04/2024,RMIT Bundoora,BUN,11:00,RMIT Hockey Club,La Trobe University Hockey Club
1,Men's Pennant D North West - 2024,13/04/2024,RMIT Bundoora,BUN,12:30,RMIT Hockey Club,Melbourne University Hockey Club
1,Women's Metro 1 North West - 2024,13/04/2024,RMIT Bundoora,BUN,14:00,RMIT Hockey Club,Melbourne University Hockey Club
1,Women's Premier League Reserves - 2024,13/04/2024,Southern United Hockey Club,MBN,12:30,Southern United Hockey Club,Waverley Hockey Club
1,Women's Premier League - 2024,13/04/2024,Southern United Hockey Club,MBN,14:00,Southern United Hockey Club,Waverley Hockey Club
1,Men's Premier League - 2024,13/04/2024,Southern United Hockey Club,MBN,15:30,Southern United Hockey Club,Waverley Hockey Club
1,Men's Premier League Reserves - 2024,13/04/2024,Southern United Hockey Club,MBN,17:00,Southern United Hockey Club,Waverley Hockey Club
1,Men's Pennant E North West - 2024,13/04/2024,St Bernards College,STB,14:00,St. Bernard's Hockey Club,La Trobe University Hockey Club
1,Men's Vic League 2 Reserves - 2024,13/04/2024,Wantirna Reserve,KNX,12:30,Knox Hockey Club,St. Bede's Hockey Club
1,Men's Vic League 2 - 2024,13/04/2024,Wantirna Reserve,KNX,14:00,Knox Hockey Club,St. Bede's Hockey Club
1,Women's Vic League 1 - 2024,13/04/2024,Wantirna Reserve,KNX,15:30,Knox Hockey Club,Monash University Hockey Club
1,Women's Vic League 1 Reserves - 2024,13/04/2024,Wantirna Reserve,KNX,17:00,Knox Hockey Club,Monash University Hockey Club
1,Women's Pennant E South East - 2024,13/04/2024,Werribee Hockey Club,WER,17:00,Eastern Christian Hockey Organisation (ECHO),Doncaster Hockey Club
1,Men's Pennant B - 2024,14/04/2024,Altona Hockey Club,ALT,11:00,Altona Hockey Club,Melbourne University Hockey Club
1,Men's Pennant D North West - 2024,14/04/2024,Altona Hockey Club,ALT,12:30,Altona Hockey Club,Footscray Hockey Club
1,Men's Metro 2 North West - 2024,14/04/2024,Altona Hockey Club,ALT,14:00,Altona Hockey Club,Footscray Hockey Club
1,Women's Pennant E North West - 2024,14/04/2024,Altona Hockey Club,ALT,15:30,Altona Hockey Club,Werribee Hockey Club
1,Women's Metro 1 South - 2024,14/04/2024,Berwick,BER,14:00,Casey Hockey Club,OHA Hockey Club
1,Men's Metro 2 South - 2024,14/04/2024,Berwick,BER,15:30,Casey Hockey Club,OHA Hockey Club
1,Women's Vic League 1 Reserves - 2024,14/04/2024,Brunswick Secondary College,BRU,12:30,Brunswick Hockey Club,Yarra Hockey Club
1,Women's Vic League 1 - 2024,14/04/2024,Brunswick Secondary College,BRU,14:00,Brunswick Hockey Club,Yarra Hockey Club
1,Women's Pennant E South East - 2024,14/04/2024,Camberwell Hockey Club,CAM,11:30,Camberwell Hockey Club,Casey Hockey Club
1,Women's Pennant B - 2024,14/04/2024,Camberwell Hockey Club,CAM,13:00,Camberwell Hockey Club,Doncaster Hockey Club
1,Women's Pennant A - 2024,14/04/2024,Camberwell Hockey Club,CAM,14:30,Camberwell Hockey Club,Waverley Hockey Club
1,Women's Pennant C - 2024,14/04/2024,Camberwell Hockey Club,CAM,16:00,Camberwell Hockey Club,Waverley Hockey Club
1,Women's Premier League Reserves - 2024,14/04/2024,Elgar Park,ELG,12:30,KBH Brumbies Hockey Club,Doncaster Hockey Club
1,Women's Premier League - 2024,14/04/2024,Elgar Park,ELG,14:00,KBH Brumbies Hockey Club,Doncaster Hockey Club
1,Men's Premier League - 2024,14/04/2024,Elgar Park,ELG,15:30,KBH Brumbies Hockey Club,Doncaster Hockey Club
1,Men's Premier League Reserves - 2024,14/04/2024,Elgar Park,ELG,17:00,KBH Brumbies Hockey Club,Doncaster Hockey Club
1,Women's Metro 1 East - 2024,14/04/2024,Elwood,ELW,12:30,Maccabi Hockey Club,Melbourne High School Old Boys Hockey Club
1,Men's Metro 2 East - 2024,14/04/2024,Elwood,ELW,14:00,Maccabi Hockey Club,Melbourne Razorbacks Hockey Club
1,Men's Metro 2 South - 2024,14/04/2024,Elwood,ELW,15:30,Glen Eira Hockey Club,Frankston Hockey Club
1,Men's Metro 1 East - 2024,14/04/2024,Elwood,ELW,17:00,Glen Eira Hockey Club,Croydon Ranges Hockey Club
1,Women's Metro 1 North West - 2024,14/04/2024,Footscray Hockey Club,BSF,12:30,Sunshine Hockey Club,Essendon Hockey
1,Women's Pennant C - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-1,12:30,Toorak East Malvern Hockey Club,Southern United Hockey Club
1,Men's Pennant A - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-1,14:00,Toorak East Malvern Hockey Club,MCC Hockey Section
1,Men's Pennant B - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-1,15:30,Toorak East Malvern Hockey Club,MCC Hockey Section
1,Men's Pennant C - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-1,17:00,Toorak East Malvern Hockey Club,MCC Hockey Section
1,Men's Metro 2 East - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-2,12:30,Old East Malvern Hockey Club,Old Xaverians Hockey Club
1,Men's Vic League 3 South East - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-2,14:00,Old Carey Hockey Club,Greater Dandenong Warriors Hockey Club
1,Men's Metro 2 East - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-2,15:30,Toorak East Malvern Hockey Club,Old Trinity Grammarians Hockey Club
1,Men's Pennant D South East - 2024,14/04/2024,Hawthorn Malvern Hockey Centre,H-2,17:00,Hawthorn Hockey Club,MCC Hockey Section
1,Men's Metro 1 North West - 2024,14/04/2024,Hume Hockey Centre,HUM,14:00,Craigieburn Falcons Hockey Club,Melbourne University Hockey Club
1,Women's Vic League 1 Reserves - 2024,14/04/2024,Melbourne High School,MHS,12:30,MCC Hockey Section,Melbourne University Hockey Club
1,Women's Vic League 1 - 2024,14/04/2024,Melbourne High School,MHS,14:00,MCC Hockey Section,Melbourne University Hockey Club
1,Men's Premier League Reserves - 2024,14/04/2024,Melbourne High School,MHS,15:30,MCC Hockey Section,Essendon Hockey
1,Men's Premier League - 2024,14/04/2024,Melbourne High School,MHS,17:00,MCC Hockey Section,Essendon Hockey
1,Women's Premier League Reserves - 2024,14/04/2024,Melbourne Sports Centres Parkville,P-1,12:30,Powerhouse & St Kilda Hockey Club,Essendon Hockey
1,Women's Premier League - 2024,14/04/2024,Melbourne Sports Centres Parkville,P-1,14:00,Powerhouse & St Kilda Hockey Club,Essendon Hockey
1,Men's Vic League 3 South East - 2024,14/04/2024,Melbourne Sports Centres Parkville,P-1,15:30,Powerhouse & St Kilda Hockey Club,Gippsland Strikers
1,Women's Metro 1 East - 2024,14/04/2024,Melbourne Sports Centres Parkville,P-2,12:30,Powerhouse & St Kilda Hockey Club,Old Xaverians Hockey Club
1,Women's Pennant B - 2024,14/04/2024,Melbourne Sports Centres Parkville,P-2,14:00,Powerhouse & St Kilda Hockey Club,Essendon Hockey
1,Women's Metro 1 North West - 2024,14/04/2024,Melton Hockey Ground,MEL,12:30,Caroline Springs Hockey Club,Footscray Hockey Club
1,Men's Vic League 3 North West - 2024,14/04/2024,Melton Hockey Ground,MEL,14:00,Caroline Springs Hockey Club,Maccabi Hockey Club
1,Women's Pennant B - 2024,14/04/2024,Mentone Grammar Playing Fields,MNT,12:30,Mentone Hockey Club,Toorak East Malvern Hockey Club
1,Women's Vic League 3 - 2024,14/04/2024,Mentone Grammar Playing Fields,MNT,14:00,St. Bede's Hockey Club,Greater Dandenong Warriors Hockey Club
1,Women's Pennant A - 2024,14/04/2024,Mentone Grammar Playing Fields,MNT,15:30,Mentone Hockey Club,Toorak East Malvern Hockey Club
1,Men's Pennant C - 2024,14/04/2024,Mentone Grammar Playing Fields,MNT,17:00,Mentone Hockey Club,Camberwell Hockey Club
1,Women's Pennant D North West - 2024,14/04/2024,PEGS Sporting Fields,PSF1,12:30,PEGS Hockey Club,Essendon Hockey
1,Women's Vic League 2 - 2024,14/04/2024,PEGS Sporting Fields,PSF1,14:00,PEGS Hockey Club,Gippsland Strikers
1,Women's Pennant C - 2024,14/04/2024,PEGS Sporting Fields,PSF1,15:30,PEGS Hockey Club,Altona Hockey Club
1,Women's Pennant E North West - 2024,14/04/2024,PEGS Sporting Fields,PSF1,17:00,PEGS Hockey Club,Brunswick Hockey Club
1,Men's Metro 2 South - 2024,14/04/2024,Peninsula Hockey Centre,PHC,11:00,Mornington Peninsula Hockey Club,Mentone Hockey Club
1,Men's Vic League 1 Reserves - 2024,14/04/2024,Peninsula Hockey Centre,PHC,12:30,Mornington Peninsula Hockey Club,Old Xaverians Hockey Club
1,Men's Vic League 1 - 2024,14/04/2024,Peninsula Hockey Centre,PHC,14:00,Mornington Peninsula Hockey Club,Old Xaverians Hockey Club
1,Women's Vic League 1 - 2024,14/04/2024,Peninsula Hockey Centre,PHC,15:30,Mornington Peninsula Hockey Club,La Trobe University Hockey Club
1,Women's Vic League 1 Reserves - 2024,14/04/2024,Peninsula Hockey Centre,PHC,17:00,Mornington Peninsula Hockey Club,La Trobe University Hockey Club
1,Men's Metro 2 North West - 2024,14/04/2024,RMIT Bundoora,BUN,12:30,RMIT Hockey Club,Brunswick Hockey Club
1,Men's Vic League 3 North West - 2024,14/04/2024,RMIT Bundoora,BUN,14:00,RMIT Hockey Club,Old Trinity Grammarians Hockey Club
1,Women's Vic League 2 - 2024,14/04/2024,Shepparton Regional Hockey Complex,SHP,14:00,Mooroopna Hockey Club,North West Lightning
1,Men's Pennant A - 2024,14/04/2024,Southern United Hockey Club,MBN,11:00,Southern United Hockey Club,Essendon Hockey
1,Men's Pennant C - 2024,14/04/2024,Southern United Hockey Club,MBN,12:30,Southern United Hockey Club,Hockey Geelong Sharks
1,Men's Pennant E South East - 2024,14/04/2024,Southern United Hockey Club,MBN,14:00,Southern United Hockey Club,Old Xaverians Hockey Club
1,Women's Pennant E South East - 2024,14/04/2024,Southern United Hockey Club,MBN,15:30,Southern United Hockey Club,Greater Dandenong Warriors Hockey Club
1,Women's Metro 1 South - 2024,14/04/2024,Southern United Hockey Club,MBN,17:00,Southern United Hockey Club,Frankston Hockey Club
1,Women's Metro 1 South - 2024,14/04/2024,Wantirna Reserve,KNX,12:30,Knox Hockey Club,Monash University Hockey Club
1,Men's Metro 2 East - 2024,14/04/2024,Wantirna Reserve,KNX,14:00,Knox Hockey Club,Old Carey Hockey Club
1,Women's Pennant D South East - 2024,14/04/2024,Wantirna Reserve,KNX,15:30,Knox Hockey Club,Mornington Peninsula Hockey Club
1,Men's Pennant D South East - 2024,14/04/2024,Wantirna Reserve,KNX,17:00,Knox Hockey Club,Mornington Peninsula Hockey Club
1,Men's Vic League 1 Reserves - 2024,14/04/2024,Werribee Hockey Club,WER,12:30,Werribee Hockey Club,Melbourne University Hockey Club
1,Men's Vic League 1 - 2024,14/04/2024,Werribee Hockey Club,WER,14:00,Werribee Hockey Club,Melbourne University Hockey Club
1,Women's Vic League 2 - 2024,14/04/2024,Werribee Hockey Club,WER,15:30,Werribee Hockey Club,RMIT Hockey Club
1,Women's Pennant D North West - 2024,14/04/2024,Werribee Hockey Club,WER,17:00,Werribee Hockey Club,Melbourne University Hockey Club
1,Men's Metro 2 North West - 2024,14/04/2024,,,,La Trobe University Hockey Club,BYE
1,Men's Pennant D North West - 2024,14/04/2024,,,,MCC Hockey Section,BYE
1,Men's Pennant E North West - 2024,14/04/2024,,,,Melbourne University Hockey Club,BYE
1,Men's Vic League 3 North West - 2024,14/04/2024,,,,Melton Hockey Club,BYE
1,Men's Vic League 3 South East - 2024,14/04/2024,,,,Collegians-X Hockey Club,BYE
1,Women's Metro 1 North West - 2024,14/04/2024,,,,Brunswick Hockey Club,BYE
1,Women's Pennant D North West - 2024,14/04/2024,,,,Brunswick Hockey Club,BYE
1,Women's Vic League 3 - 2024,14/04/2024,,,,Latrobe Valley Hockey Association,BYE
2,Men's Pennant E South East - 2024,20/04/2024,Albert Park,APK,12:30,Powerhouse & St Kilda Hockey Club,Southern United Hockey Club
2,Women's Pennant C - 2024,20/04/2024,Altona Hockey Club,ALT,12:30,Altona Hockey Club,Footscray Hockey Club
2,Women's Pennant C - 2024,20/04/2024,Bendigo Hockey Centre,BEN,12:30,North West Lightning,KBH Brumbies Hockey Club
2,Women's Vic League 2 - 2024,20/04/2024,Bendigo Hockey Centre,BEN,14:00,North West Lightning,Melton Hockey Club
2,Men's Vic League 1 - 2024,20/04/2024,Bendigo Hockey Centre,BEN,15:30,North West Lightning,Melbourne Sikhs United Hockey Club
2,Men's Vic League 1 Reserves - 2024,20/04/2024,Bendigo Hockey Centre,BEN,17:00,North West Lightning,Melbourne Sikhs United Hockey Club
2,Women's Pennant E South East - 2024,20/04/2024,Berwick,BER,14:00,Casey Hockey Club,Eastern Christian Hockey Organisation (ECHO)
2,Women's Metro 1 North West - 2024,20/04/2024,Brunswick Secondary College,BRU,12:30,Brunswick Hockey Club,Caroline Springs Hockey Club
2,Women's Pennant E North West - 2024,20/04/2024,Brunswick Secondary College,BRU,14:00,Brunswick Hockey Club,Hume Hockey Club
2,Women's Pennant C - 2024,20/04/2024,Brunswick Secondary College,BRU,15:30,Brunswick Hockey Club,Camberwell Hockey Club
2,Women's Pennant D North West - 2024,20/04/2024,Brunswick Secondary College,BRU,17:00,Brunswick Hockey Club,Werribee Hockey Club
2,Men's Pennant C - 2024,20/04/2024,Camberwell Hockey Club,CAM,12:30,Camberwell Hockey Club,Southern United Hockey Club
2,Men's Pennant A - 2024,20/04/2024,Camberwell Hockey Club,CAM,14:00,Camberwell Hockey Club,Greensborough Hockey Club
2,Men's Pennant B - 2024,20/04/2024,Camberwell Hockey Club,CAM,15:30,Camberwell Hockey Club,Altona Hockey Club
2,Men's Metro 2 East - 2024,20/04/2024,Camberwell Hockey Club,CAM,17:00,Camberwell Hockey Club,Toorak East Malvern Hockey Club
2,Women's Vic League 3 - 2024,20/04/2024,Churchill Hockey Ground,CHU,12:30,Latrobe Valley Hockey Association,Eastern Christian Hockey Organisation (ECHO)
2,Men's Pennant E North West - 2024,20/04/2024,Cyril Cummins Reserve,YAR,12:30,Yarra Hockey Club,St. Bernard's Hockey Club
2,Women's Pennant E South East - 2024,20/04/2024,Dandenong Hockey Centre,DAN,12:30,Greater Dandenong Warriors Hockey Club,Camberwell Hockey Club
2,Men's Pennant D South East - 2024,20/04/2024,Dandenong Hockey Centre,DAN,14:00,Greater Dandenong Warriors Hockey Club,Monash University Hockey Club
2,Women's Premier League Reserves - 2024,20/04/2024,Doncaster Hockey Centre,DON,12:30,Doncaster Hockey Club,Southern United Hockey Club
2,Women's Premier League - 2024,20/04/2024,Doncaster Hockey Centre,DON,14:00,Doncaster Hockey Club,Southern United Hockey Club
2,Men's Premier League - 2024,20/04/2024,Doncaster Hockey Centre,DON,15:30,Doncaster Hockey Club,Southern United Hockey Club
2,Men's Premier League Reserves - 2024,20/04/2024,Doncaster Hockey Centre,DON,17:00,Doncaster Hockey Club,Southern United Hockey Club
2,Men's Pennant E South East - 2024,20/04/2024,Elgar Park,ELG,12:30,Old Xaverians Hockey Club,Waverley Hockey Club
2,Men's Vic League 1 - 2024,20/04/2024,Elgar Park,ELG,14:00,Old Xaverians Hockey Club,Brunswick Hockey Club
2,Men's Vic League 1 Reserves - 2024,20/04/2024,Elgar Park,ELG,15:30,Old Xaverians Hockey Club,Brunswick Hockey Club
2,Women's Metro 1 East - 2024,20/04/2024,Elgar Park,ELG,17:00,Old Xaverians Hockey Club,Waverley Hockey Club
2,Men's Metro 1 East - 2024,20/04/2024,Elwood,ELW,14:00,MCC Hockey Section,Greater Dandenong Warriors Hockey Club
